
 11%|███████████████                                                                                                                         | 15/136 [00:01<00:09, 12.68it/s]
loss:  tensor(0.8584, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6553, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4352, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5922, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5521, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5622, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6120, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6289, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6136, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5063, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4959, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6164, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5951, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4862, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6458, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4780, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5354, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5073, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3710, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5659, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3025, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5316, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4467, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3694, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7828, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7338, device='cuda:0', grad_fn=<NllLossBackward0>)

 94%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████        | 128/136 [00:09<00:00, 13.32it/s]
loss:  tensor(0.5461, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4487, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5993, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6073, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4570, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5255, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3869, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4477, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4460, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3564, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5936, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3793, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5727, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6408, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3861, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7934, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5534, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4886, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.8376, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5784, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7396, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3811, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4994, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.9190, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5082, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5617, device='cuda:0', grad_fn=<NllLossBackward0>)
100%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 136/136 [00:10<00:00, 13.53it/s]
 13%|██████████████████                                                                                                                      | 18/136 [00:01<00:08, 13.68it/s]
loss:  tensor(0.5208, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5574, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5262, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6734, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6716, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5461, device='cuda:0', grad_fn=<NllLossBackward0>)
Training loss: 0.033766456691698095, accuracy: 0.7103448275862069
loss:  tensor(0.5821, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5456, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4491, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5363, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5377, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4983, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5053, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5950, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5240, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5651, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5451, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5646, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4526, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6742, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5148, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7401, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6265, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4439, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5673, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4001, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4414, device='cuda:0', grad_fn=<NllLossBackward0>)

 34%|██████████████████████████████████████████████                                                                                          | 46/136 [00:03<00:06, 13.70it/s]
loss:  tensor(0.3933, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4389, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4881, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2372, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2753, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2066, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3265, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3888, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2815, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5769, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(1.0316, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5566, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.9468, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3424, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4578, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3617, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5084, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5330, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4810, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4074, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6069, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4614, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5425, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7185, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5221, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4945, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7117, device='cuda:0', grad_fn=<NllLossBackward0>)

 53%|████████████████████████████████████████████████████████████████████████                                                                | 72/136 [00:05<00:05, 12.47it/s]
loss:  tensor(0.3800, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4472, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6669, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7944, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5214, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4384, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5166, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5091, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6101, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5578, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4368, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5381, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4714, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5059, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3546, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5151, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6092, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4937, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6650, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.8242, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4421, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7472, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5806, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4722, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5956, device='cuda:0', grad_fn=<NllLossBackward0>)

 74%|███████████████████████████████████████████████████████████████████████████████████████████████████▎                                   | 100/136 [00:07<00:02, 13.74it/s]
loss:  tensor(0.5420, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5311, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4508, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5174, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6902, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4897, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5931, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5490, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.8744, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6128, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5086, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5862, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6860, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4558, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6472, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5264, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6433, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6646, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5216, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4779, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3801, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4772, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5171, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5102, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5606, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4109, device='cuda:0', grad_fn=<NllLossBackward0>)

 93%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████          | 126/136 [00:09<00:00, 13.56it/s]
loss:  tensor(0.4322, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.8592, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6063, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5714, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4099, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5086, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4901, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7383, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5045, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4794, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6887, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5466, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(1.0421, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4943, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5506, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6339, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6315, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5300, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5403, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6121, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4972, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6056, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3784, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6488, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5357, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5695, device='cuda:0', grad_fn=<NllLossBackward0>)
100%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 136/136 [00:10<00:00, 13.43it/s]
 10%|██████████████                                                                                                                          | 14/136 [00:01<00:10, 11.15it/s]
loss:  tensor(0.7764, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4190, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5071, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.8702, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6458, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5469, device='cuda:0', grad_fn=<NllLossBackward0>)
Training loss: 0.03429586805831427, accuracy: 0.7002298850574713
loss:  tensor(0.5389, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5323, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5314, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5607, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4853, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4258, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5696, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3920, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7421, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5151, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5229, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6883, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4435, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4243, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4160, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5922, device='cuda:0', grad_fn=<NllLossBackward0>)

 26%|████████████████████████████████████                                                                                                    | 36/136 [00:03<00:08, 11.89it/s]
loss:  tensor(0.4236, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(1.1138, device='cuda:0', grad_fn=<NllLossBackward0>)
